full_name,contributor,commit
ur-whitelab/joint-chem-space,GiaJordan,10
FRONTENDSCHOOL5/final-13-NuTalent,cho7778,98
FRONTENDSCHOOL5/final-13-NuTalent,5unk3n,96
FRONTENDSCHOOL5/final-13-NuTalent,soooee4,63
FRONTENDSCHOOL5/final-13-NuTalent,suminson97,62
FRONTENDSCHOOL5/final-13-NuTalent,likelionfes,1
tanay1337/tanay,tanay1337,5
sinenko/ChatGptPromptInsert,sinenko,3
Bayer-Group/atomic-spinner,lounsbrough,78
auspiciousdev99/auspiciousdev99,auspiciousdev99,7
binyamolango/Personal-Portfolio,binyamolango,149
binyamolango/Personal-Portfolio,the-faizmohammad,13
binyamolango/Personal-Portfolio,MohammadYaser,10
binyamolango/Personal-Portfolio,tajemouti,5
binyamolango/Personal-Portfolio,NoelLincoln,1
tomgroenwoldt/helix-editor-playground,tomgroenwoldt,23
wallabyway/powerBI-tandem-viewer,wallabyway,4
YeeTone/JavaCodeDuplicationChecker,YeeTone,6
jaymehta20/promptzen,jaymehta20,11
0MeMo07/Web-Crawler,0MeMo07,4
sruthikkoneti/CosmicOdyssey-ARGame,sruthikkoneti,10
sruthikkoneti/CosmicOdyssey-ARGame,ravip7604,1
sruthikkoneti/CosmicOdyssey-ARGame,utkars3,1
fantasticAstro/connectWallet,fantasticAstro,3
Dawn-Don666/DLog,Dawn-Don666,2
abduhamidweb/startup,abduhamidweb,57
abduhamidweb/startup,DeveloperSardor,11
andrewcmyers/lwon,andrewcmyers,53
CentraleSupelec/mydocker,p-bizouard,12
CentraleSupelec/mydocker,pdesgarets,4
MohammadShojaeinia/server-health-check,MohammadShojaeinia,2
mzakocs/ghidra-config,mzakocs,4
vEnhance/evans-phd-notebook,vEnhance,16
yaochenzhu/PSF-VAE,yaochenzhu,3
Yunkun-Zhang/CITE,Yunkun-Zhang,5
MedetHasanUgurlu/padawan-to-master-spring-security,MedetHasanUgurlu,10
smithy-lang/smithy-examples,hpmellema,54
smithy-lang/smithy-examples,amazon-auto,1
smithy-lang/smithy-examples,jvschneid,1
smithy-lang/smithy-examples,sugmanue,1
smithy-lang/smithy-examples,smithy-automation,1
Shubh99992/To-do-app,Shubh99992,14
paulobressan/portfolio,paulobressan,25
paulobressan/portfolio,youssefbrahimmm,2
Liuoodh/HcProject,Liuoodh,2
Mahdi-Niazi/Portfolio_Mobile_Setup,Mahdi-Niazi,82
Mahdi-Niazi/Portfolio_Mobile_Setup,mryeminthu,4
Mahdi-Niazi/Portfolio_Mobile_Setup,s2jack,3
crimson-projects/smokie-animation,python019,1
kaist-silab/sym-rd,hyeonahkimm,9
mpourismaiel/change,mpourismaiel,22
Andrien777/SPbPU-Programming-Technologies-2023-exam,Andrien777,5
Andrien777/SPbPU-Programming-Technologies-2023-exam,brfrmhvn,3
osaf106/TicTacToe_ConsoleGame,osaf106,5
Zhuysheng/ML-STGNet,Zhuysheng,20
keeganhk/NeuroGF,keeganhk,1
AnakinSkywalkeer/My-neovim-config,AnakinSkywalkeer,3
fkbeys/GetHashCodeTest,fkbeys,5
kutay-celebi/ntracker,kutay-celebi,95
PABG123/Flowise-main,PABG123,4
Pacsrik/PetrikProgramozas,Pacsrik,9
Powercoder64/TAA-GCN,Powercoder64,8
tarkah/dopt,tarkah,33
antoinekeller/3d_bbox_highway,antoinekeller,1
yu-hacks/yuHacks_server,aradhyas8,11
yu-hacks/yuHacks_server,yu-hacks,2
Mattherix/ViperDefender,Mattherix,90
Mattherix/ViperDefender,Unaxe,43
Mattherix/ViperDefender,OursCarrock,5
Mattherix/ViperDefender,Viki922,3
Mattherix/ViperDefender,NeverlandOZ,2
Mattherix/ViperDefender,watchiMass,1
microsoft/figure,microsoftopensource,5
microsoft/figure,cekbote,2
marcel951/Noteify,marcel951,142
marcel951/Noteify,JonathanRech,79
marcel951/Noteify,wrth1337,68
marcel951/Noteify,dependabot[bot],9
lll-phill-lll/tetris_keyboard,lll-phill-lll,43
rogpeppe/AI,rogpeppe,1
em-shea/eda-patterns-resources,em-shea,8
Tarasdeveloper/cinemania,Tarasdeveloper,179
Tarasdeveloper/cinemania,luxplanjay,70
Tarasdeveloper/cinemania,olksndri,42
Tarasdeveloper/cinemania,NRie-22,36
Tarasdeveloper/cinemania,Roksolyanka,24
Tarasdeveloper/cinemania,karanukvova,11
Tarasdeveloper/cinemania,OleksandrPinchuk,10
Tarasdeveloper/cinemania,Oleksii-co,10
Tarasdeveloper/cinemania,DmitriyAtro,7
Tarasdeveloper/cinemania,MsYuliia,7
Tarasdeveloper/cinemania,OleksandrMol,6
Tarasdeveloper/cinemania,TetianaKabanova,6
Tarasdeveloper/cinemania,dependabot[bot],6
Tarasdeveloper/cinemania,goit-i18n,4
Tarasdeveloper/cinemania,maks-vynnychenko,4
7aGiven/PhigrosLibrary_Resource,7aGiven,30
wonderbeyond/SQLAlchemy-Nested-Mutable,wonderbeyond,13
Morelli01/Javascript-team2-project,Morelli01,236
Morelli01/Javascript-team2-project,luxplanjay,70
Morelli01/Javascript-team2-project,mashatalan,37
Morelli01/Javascript-team2-project,SpaceProdigy,28
Morelli01/Javascript-team2-project,YYuliia1102,24
Morelli01/Javascript-team2-project,IvanFendrykov,17
Morelli01/Javascript-team2-project,Bondana0,16
Morelli01/Javascript-team2-project,vilhota30,14
Morelli01/Javascript-team2-project,Derovse,13
Morelli01/Javascript-team2-project,JuliaTarasenko00,9
Morelli01/Javascript-team2-project,YaroslavZamrii,9
Morelli01/Javascript-team2-project,dependabot[bot],6
Morelli01/Javascript-team2-project,goit-i18n,4
Morelli01/Javascript-team2-project,tnbdnnk,1
osaf106/Temperature-Converter,osaf106,4
MwendwaDev/Blogger,Emmatech2,1
an1by/QiwiP2PKeysGetter,an1by,7
OoAminoO/iScream,OoAminoO,4
AldessScratch/GetTechno-V2,AldessScratch,16
ToughStyle/aed-quant,ToughStyle,2
ElectricBoy2023/ChatGPT-Jailbreak,ElectricBoy2023,8
Fliturgy/catechism,avendesora,42
Fliturgy/catechism,fliturgy-fliturgy,6
TemateuRoslyn/censor-management,Rushclin,4
TemateuRoslyn/censor-management,merritz22,4
TemateuRoslyn/censor-management,TemateuRoslyn,3
useMorph/morph-client-js,hotlvr9,42
IBM/text-generation-inference,OlivierDehaene,29
IBM/text-generation-inference,njhill,2
IBM/text-generation-inference,Narsil,1
IBM/text-generation-inference,thomasw21,1
ProgrammingHero1/bistro-boss-client-with-email,ProgrammingHero1,68
rattlesnakey/LLM-Pipeline-Toolkit,rattlesnakey,7
faman272/TITERA,faman272,30
VitRod/solarium,basdenooijer,723
VitRod/solarium,mkalkbrenner,346
VitRod/solarium,thomascorthals,147
VitRod/solarium,Gasol,58
VitRod/solarium,jsteggink,42
VitRod/solarium,wickedOne,21
VitRod/solarium,localheinz,17
VitRod/solarium,thePanz,15
VitRod/solarium,dmaicher,12
VitRod/solarium,VitRod,12
VitRod/solarium,marinpurgar,9
VitRod/solarium,chadicus,9
VitRod/solarium,stefanooldeman,9
VitRod/solarium,Hywan,7
VitRod/solarium,ee-dev,6
VitRod/solarium,shieldo,5
VitRod/solarium,igorw,5
VitRod/solarium,timohund,5
VitRod/solarium,gsdevme,4
VitRod/solarium,jaytaph,4
VitRod/solarium,vlastv,4
VitRod/solarium,acasademont,4
VitRod/solarium,smoench,4
VitRod/solarium,onigoetz,4
VitRod/solarium,adrienbrault,3
VitRod/solarium,xoob,3
VitRod/solarium,baldurrensch,3
VitRod/solarium,bramski80,3
VitRod/solarium,FredM,3
VitRod/solarium,janusman,2
VitRod/solarium,m0ppers,2
VitRod/solarium,danielholmes,2
VitRod/solarium,dewos,2
VitRod/solarium,GregEisenman,2
VitRod/solarium,jeroenherczeg,2
VitRod/solarium,jturmel,2
VitRod/solarium,juergen-vogel,2
VitRod/solarium,suzuki,2
VitRod/solarium,mfpierre,2
VitRod/solarium,robinkunde,2
VitRod/solarium,seanchen,2
VitRod/solarium,Firesphere,2
VitRod/solarium,etobi,2
VitRod/solarium,VincentLanglet,2
VitRod/solarium,bkaczenski,2
VitRod/solarium,remicollet,2
VitRod/solarium,nubs,2
VitRod/solarium,aitboudad,1
VitRod/solarium,andiechang,1
VitRod/solarium,AndreaDiPietro-ADP,1
VitRod/solarium,petdance,1
VitRod/solarium,bartfeenstra,1
VitRod/solarium,baukevdw,1
VitRod/solarium,bpolaszek,1
VitRod/solarium,bjoernhaeuser,1
VitRod/solarium,mynameisbogdan,1
VitRod/solarium,brianseitel,1
VitRod/solarium,brunonuss,1
VitRod/solarium,calumbrodie,1
VitRod/solarium,gigo6000,1
VitRod/solarium,clemens-tolboom,1
VitRod/solarium,davchs,1
VitRod/solarium,kiiya,1
VitRod/solarium,floriansemm,1
VitRod/solarium,krtek4,1
VitRod/solarium,hendrowicaksono,1
VitRod/solarium,iluuu1994,1
VitRod/solarium,jcroll,1
VitRod/solarium,jchampion,1
VitRod/solarium,Seldaek,1
VitRod/solarium,drjoju,1
VitRod/solarium,stloyd,1
VitRod/solarium,je4,1
VitRod/solarium,keesschepers,1
VitRod/solarium,MaxGfeller,1
VitRod/solarium,mickaelmagniez,1
VitRod/solarium,moshevds,1
VitRod/solarium,nathanpbell,1
VitRod/solarium,NoodlesNZ,1
VitRod/solarium,nikolay-jobiqo,1
VitRod/solarium,nitinsurana,1
VitRod/solarium,OndraM,1
VitRod/solarium,pablodip,1
VitRod/solarium,mulligaj,1
VitRod/solarium,ribeiroplinio,1
VitRod/solarium,Raggok,1
VitRod/solarium,sascha-egerer,1
VitRod/solarium,iamshareque,1
VitRod/solarium,efpapado,1
VitRod/solarium,szabizs,1
VitRod/solarium,drunken-monkey,1
VitRod/solarium,tscni,1
VitRod/solarium,tomgud,1
VitRod/solarium,toonvandeputte,1
VitRod/solarium,theshadow,1
VitRod/solarium,acha5066,1
VitRod/solarium,bangnguyen47,1
VitRod/solarium,brazenest,1
VitRod/solarium,dragos-dumi,1
VitRod/solarium,dwsrumwq7cyey7qv,1
VitRod/solarium,Gabelbombe,1
VitRod/solarium,ejn,1
VitRod/solarium,m-h-1,1
VitRod/solarium,postal,1
VitRod/solarium,sokai,1
VitRod/solarium,tsterker,1
VitRod/solarium,xcezx,1
VitRod/solarium,irfanevrens,1
ziadelmaasry/Random-number-generators,ziadelmaasry,4
ThirdEyeSqueegee/DynamicGamma,ThirdEyeSqueegee,6
Eros720/binkiller,Eros720,1
polimi-ispl/larsnet,riccardogiampiccolo,3
ikechan8370/chatgpt-plugin-docs,ikechan8370,16
ikechan8370/chatgpt-plugin-docs,Xcating,5
frozesentic/Anticope-pack---Master-Meteor-Project-2,frozesentic,17
wbc389561407/e-file-tool,wbc389561407,12
neslihanatasever/quiz-app,neslihanatasever,23
vladislavustinov1/API-working,vladislavustinov1,13
bastndev/ShopyScan,bastndev,79
erhulee/common-editor,erhulee,36
NREL-Sienna/Sienna,claytonpbarrows,6
PigeonGuGuJi/hw_memory,PigeonGuGuJi,151
PigeonGuGuJi/hw_memory,zhizunbaowhy,99
PigeonGuGuJi/hw_memory,juxin-niu,47
PigeonGuGuJi/hw_memory,diyixin01,1
daavid00/pyopmcsp11,daavid00,2
ypeiyu/attribution_recalibration,ypeiyu,55
yhygao/universal-medical-image-segmentation,yhygao,10
jorghyq2016/FedHSSL,yankang18,2
jorghyq2016/FedHSSL,jorghyq2016,1
mooinglemur/zsmkit,mooinglemur,46
jwk1rose/RL_Learning,jwk1rose,8
lyysxb/Chat_open_ai_lyy,lyysxb,6
mulugithub/Portfolio,mulugithub,25
mulugithub/Portfolio,Frelly0,2
Xenon-zhao/TensorQ,Xenon-zhao,60
muhamadfarhaninc/muhamadfarhaninc,muhamadfarhaninc,1
staricdev/dracula-androidide,staricdev,11
koddr/template-go,koddr,52
crosstyan/Xuantie-800-gcc-elf-newlib-prebuilt,crosstyan,2
ThomasKoenigBern/MS-Template-Explorer,ThomasKoenigBern,11
BorhanPetgar/ModernCV,BorhanPetgar,31
yuriy-kulakovskyi/kapoot-client,yuriy-kulakovskyi,14
camenduru/whisper-jax-lambda,camenduru,14
QualityMinds/audio-to-face-to-unreal-metahuman-import-script,Johann-Foerster,4
SnakeOilXY/klipper-dynamic-scv-slicer-post-processing,ChipCE,5
kpryu6/NBA-nss,kpryu6,17
emesare/setup-binary-ninja,emesare,8
yhy0/hydra,yhy0,1
mlalouli/falling-bubbels,mlalouli,1
pablomahumane7/Gerenciamento_de_transito,pablomahumane7,7
Joycean0301/Courseraaa,Joycean0301,46
Joycean0301/Courseraaa,tuan124816,1
program-world-labs/DDDGo,wangjames7622,33
program-world-labs/DDDGo,james-code-hash,14
program-world-labs/DDDGo,dependabot[bot],8
program-world-labs/DDDGo,terrylin4230,1
FRONTENDSCHOOL5/final-18-EarthUs,JAYCODE-git,174
FRONTENDSCHOOL5/final-18-EarthUs,yoonmallang22,159
FRONTENDSCHOOL5/final-18-EarthUs,planted-ji,93
FRONTENDSCHOOL5/final-18-EarthUs,likelionfes,1
HoangThong37/Weather_Api_Project,HoangThong37,32
S4vyss/machine-learning,S4vyss,23
SaumyaBhandari/PyTorch_Boilerplate_Train_Test_Valid,SaumyaBhandari,8
JaouadT/papers_abstract_summarizer,JaouadT,6
nfactorial-incubator/2023-backend,atlekbai,15
nfactorial-incubator/2023-backend,ernurator,6
nfactorial-incubator/2023-backend,wowarys,1
nfactorial-incubator/2023-backend,uvaliyev,1
SmartBear-DevRel/explore-cli,frankkilcommins,15
catfact/z-carousel-paradox,catfact,29
ConstStar/dou-di-zhu,ConstStar,11
Dreamteck/splines,f007ch,1
tinnerhrhe/MTDiff,tinnerhrhe,6
osaf106/Stop-Watch,osaf106,2
Rubilmax/ethers-types,Rubilmax,12
py4SHS/py4SHS.github.io,HebrewPhilology,12
py4SHS/py4SHS.github.io,SphRbtHyk,1
Frelly0/portfolio_project,Frelly0,49
Frelly0/portfolio_project,Kwamay,2
Frelly0/portfolio_project,redtah,2
Frelly0/portfolio_project,mulugithub,1
Frelly0/portfolio_project,samuelkinyanjui,1
Linaqruf/colablib,Linaqruf,72
Linaqruf/colablib,qaneel,3
TryZeroOne/hydrogen,TryZeroOne,4
MicroDreamTeam/go-cq-http-sdk,YepYuYu,32
MicroDreamTeam/go-cq-http-sdk,moniang,4
VitRod/CRUD_RestEasy_Application,VitRod,5
rohan-musk/HiTechEMS,rohan-musk,2
TimurMisharin/DockerGenie,tmishari,7
blakadder/tx-ultimate,blakadder,11
afe1520860/xcv-mlat,afe1520860,8
sujeitoprogramador/projeto-redux,devfraga,1
Twilight-Dream-Of-Magic/Algorithm_OaldresPuzzleCryptic,Twilight-Dream-Of-Magic,1
erhabot/erha-web,erhabot,3
erhabot/erha-web,wann404,2
sruckstar/gta5-all-mp-vehicles-in-sp,sruckstar,16
muhamadfarhaninc/Teams-PemWeb,muhamadfarhaninc,23
fatima-najafi/Portfolio,fatima-najafi,62
fatima-najafi/Portfolio,Graceshiks,2
fatima-najafi/Portfolio,Kaiserabbas,2
fatima-najafi/Portfolio,tan12082001,1
fatima-najafi/Portfolio,noelfoka,1
jaggzh/bard-prompt,jaggzh,13
Thihasoehlaing/thai2d-crawler,Thihasoehlaing,20
Thihasoehlaing/thai2d-crawler,dependabot[bot],2
Thihasoehlaing/thai2d-crawler,github-actions[bot],1
anton-g/kpu,anton-g,5
anton-g/kpu,danielneuman,2
anton-g/kpu,bjoreman,1
anton-g/kpu,devbymadde,1
anton-g/kpu,brother,1
t1meshift/discord-target-replier,t1meshift,3
IndieKKY/ai-text-assistant-utools,IndieKKY,9
josxha/awesome-flutter-map,josxha,22
josxha/awesome-flutter-map,actions-user,18
crimson-projects/google-pagination,python019,1
LordAvalent/country_corr_research,LordAvalent,2
osaf106/Words-Counter,osaf106,2
debour/Code1,debour,1
Hasan-Kilici/Power-kawethra.js-Portfolio-website,Hasan-Kilici,4
wyattferguson/raycaster-demo,wyattferguson,20
geo-tp/wow-ocr,geo-tp,10
DandieKYT/KudryavtsevJava,DandieKYT,5
jomzero/FlipperZero,jomzero,3
Holy-Ground/collaboration_ground,movingChurch,1
Shin-Yong-Jae/MiniGames,Shin-Yong-Jae,7
marshallworks/ultimate-web,marshallworks,12
S-Boychuk/goit-react-hw-05-movies,S-Boychuk,9
cderv/tuto-quarto-rr-2023,cderv,54
cderv/tuto-quarto-rr-2023,maelle,14
iman-sharifi-ghb/Self-Tuniing-PID-Control-using-Reinforcement-Learning-Based-Neural-Network,iman-sharifi-ghb,6
ToughStyle/drl-trading-tianshou,ToughStyle,3
ToughStyle/drl-trading-tianshou,ToughStyle,3
skifli/grank,skifli,3
AndreasxHoehn/Research_Pipeline_Example,AndreasxHoehn,5
rdelfino/simple-api-gateway-client,rdelfino,12
Xeto2W/Discord-Vanity-sniper,Xeto2W,4
Wang-ML-Lab/TSDA,shsjxzh,2
engingulek/TravelApp,engingulek,59
LIT-Protocol/demo-email-sms-auth,joshLong145,8
mju-likelion/inception,mywhzy,58
mju-likelion/inception,yhyem,48
mju-likelion/inception,Sujin-Hasse,35
mju-likelion/inception,Bhanjo,21
khromov/self-hosted-sveltekit-demo,khromov,1
tembo-io/website,ryw,22
tembo-io/website,sjmiller609,8
tembo-io/website,hmillison,1
tembo-io/website,schpet,1
AsteroidusTv/Rock-Paper-Scissors-Rust,AsteroidusTv,4
Falkowitz/Arvandor-at-War,Falkowitz,22
cjq0911/CSGO_DataView,cjq0911,14
LordAvalent/selection_of_cars,LordAvalent,1
Abdelrahman354/RANDOM_NUMBER_GENERATOR,Abdelrahman354,2
SomeyaBelwal/Revenue_Insights_OYO_hotels,SomeyaBelwal,5
rayhanadev/dotfiles,rayhanadev,4
hansalemaos/como_fazer_um_keylogger,hansalemaos,5
hsy23/ECWDataset,hsy23,8
fdvky1/laravel-blog,fdvky1,13
PRAKALP-PANDE/client,PRAKALP-PANDE,1
devninja0425/-ever-wallet-api,devninja0425,474
vexl-it/fti,prusnak,13
BurkayMaras/DisasterSurvivorManagmentSystem,11serhat11,3
BurkayMaras/DisasterSurvivorManagmentSystem,BurkayMaras,2
bubble9um/ShoppingInSchool,bubble9um,10
anonymous-author-sub/seeable,anonymous-author-sub,1
imontecalvo/tribu-c-proyectos-backend,imontecalvo,20
imontecalvo/tribu-c-proyectos-backend,acevedoanalia,17
imontecalvo/tribu-c-proyectos-backend,smarczewski,6
imontecalvo/tribu-c-proyectos-backend,ptourne,1
FRONTENDSCHOOL5/final-03-code-space,ChoByungHyun,205
FRONTENDSCHOOL5/final-03-code-space,yunbiyomi,93
FRONTENDSCHOOL5/final-03-code-space,seoye0ng,90
FRONTENDSCHOOL5/final-03-code-space,garamse,86
FRONTENDSCHOOL5/final-03-code-space,likelionfes,1
mia-platform/go-crud-service-client,davidebianchi,38
mia-platform/go-crud-service-client,fredmaggiowski,5
mia-platform/go-crud-service-client,mattia-fumo,3
mia-platform/go-crud-service-client,Emmeggi95,2
mia-platform/go-crud-service-client,MIA-Deltat1995,1
devnaestrada/devnaestrada,k8adev,6
ShineHtetAung99/Grace-Lai,ShineHtetAung99,23
beyarkay/eskom-calendar-api,beyarkay,18
Ajmalshah44/React3dHover,Ajmalshah44,11
Ajmalshah44/React3dHover,Mani-AIT,3
Ajmalshah44/React3dHover,AjmalShah004,1
Ajmalshah44/React3dHover,Gowtham-AIT,1
jaenster/ryuk,jaenster,19
AlisherMyrgyyassov/Deep-Learning-for-Cervical-Spine-Image-Classification,AlisherMyrgyyassov,11
immortalAbdul01/DSA_JUNE,immortalAbdul01,7
osaf106/osaf106,osaf106,14
artypeace/SwiftUI-Onboarding-Animation-PayWall-RevenueCat,artypeace,12
UPC-ViRVIG/pymotion,JLPM22,7
freemyman122/Discord-Oauth-Backend-Commands,freemyman122,1
YangDai-Github/Multi-Calculator-Android,YangDai-Github,7
iamshaunjp/graphql-crash-course,iamshaunjp,1
hanleyc01/rkttt,hanleyc01,6
elodino41/elodino,elodino41,1
L-Steinmacher/epic-stack-with-prisma-client-extensions,L-Steinmacher,16
alix1383/hiddify-api,alix1383,28
feqiyeteyran8/feqiyete,feqiyeteyran8,1
trandoducnghia/dragonBoyH5,trandoducnghia,11
amjadraza/langchain-chainlit-docker-deployment-template,amjadraza,21
amjadraza/langchain-chainlit-docker-deployment-template,hwchase17,1
Fernanda-Kipper/portfolio-project,Fernanda-Kipper,9
JamesWoolfenden/ghat,JamesWoolfenden,41
SuperAuguste/oatz,SuperAuguste,6
rubocop/vscode-rubocop,koic,7
ParaPuk/programs,ParaPuk,1
microsoft/usersim,dthaler,39
microsoft/usersim,microsoftopensource,5
microsoft/usersim,microsoft-github-operations[bot],1
chollinger93/bridgefour,chollinger93,1
0xVolodya/audits,0xVolodya,3
LumaPictures/cg-stubs,chadrik,40
LumaPictures/cg-stubs,nrusch,1
gdxz123/game-porting-toolkit-run-china,gdxz123,8
hwz-zju/Instruct-ReID,hwz-zju,1
Music0100/555,Music0100,1
morisawa-inc/BetterOblique,takaakifuji,25
SinaaFr/Work,SinaaFr,1
lyxlucky/NavicatCracker,lyxlucky,2
anijackich/kinescope-dl,anijackich,4
HappyDream0317/react-date-range-test,HappyDream0317,4
AdrianTzy/Adrian-MD-V1.4,AdrianTzy,2
AdrianTzy/Adrian-MD-V1.4,azzygota,1
messhud51/messhud,messhud51,1
Schubilegend/SchubiRat,Schubilegend,13
Schubilegend/SchubiRat,Majanito,4
Centaurus99/fpga-router,Centaurus99,228
Centaurus99/fpga-router,Ressed,217
Centaurus99/fpga-router,cylindrical2002,149
Centaurus99/fpga-router,twd2,80
aws-samples/generative-ai-on-aws-immersion-day,omerh,27
aws-samples/generative-ai-on-aws-immersion-day,eitansela,11
aws-samples/generative-ai-on-aws-immersion-day,dependabot[bot],2
aws-samples/generative-ai-on-aws-immersion-day,amazon-auto,1
BaraPav/python-P,BaraPav,1
felipebueno/stacker_news,felipebueno,70
felipebueno/stacker_news,Mudit-Jxin7,6
zwhe99/LLM-MT-Eval,zwhe99,14
zodiacon/youtubecode,zodiacon,10
Jsmileokeifufe/Linea-week6,Jsmileokeifufe,1
AyoubKhammassi/UnityBakedSDF,AyoubKhammassi,3
hx23840/openai-funciton-call-plugin,hx23840,5
smridhgupta/alpha-wpes,smridhgupta,15
SathiraSriSathsara/free-resources,SathiraSriSathsara,5
sokandand/layerzero-aptos,sokandand,2
slowpeek/debian-iso-guide,slowpeek,2
akmadan/akshit-madan-portfolio-flutter,akmadan,17
tathanhlam/talamcm,tathanhlam,2
idk-wh0am1/Federated-Learning-meets-Homomorphic-Encryption,idk-wh0am1,2
fabifont/getarch,fabifont,5
ikramovna/instagram_clon,ikramovna,10
xvyaward/owq,xvyaward,13
xvyaward/owq,jinjungyu,1
tomsbasement/CheaPad,bistory,10
MemberToken/Python,MemberToken,1
rudicarrilloypr/todo-list,rudicarrilloypr,37
rudicarrilloypr/todo-list,henask12,2
rkonfj/weblln,rkonfj,126
nabasteh/Intro-To-Bug-Hunting,nabasteh,67
nabasteh/Intro-To-Bug-Hunting,HuntZone,1
Syrusmir/Security,Syrusmir,1
xxblxs/chatpdf-demo,xxblxs,5
bigboss2063/promisedb,bigboss2063,50
farhang74/feature-space,farhang74,18
breakmatrix/aiwriter-kua,breakmatrix,18
psyb0t/ssh-tunnel-swarm,psyb0t,26
nerufuyo/digiquran,nerufuyo,5
naldal/TuistAutoGen,naldal,31
V3Det/V3Det,V3Det,2
codersforcauses/csf,benvarian,41
codersforcauses/csf,ChantelleKerr,37
codersforcauses/csf,HuxleyBerry,31
codersforcauses/csf,Dhruv8601,24
codersforcauses/csf,YunnTun,22
codersforcauses/csf,nicodeas,19
codersforcauses/csf,aidan-0,19
codersforcauses/csf,K-Straiton,16
codersforcauses/csf,urwrstkn8mare,11
codersforcauses/csf,frinzekt,9
codersforcauses/csf,jasperpato,8
codersforcauses/csf,RadioArsenic,8
codersforcauses/csf,makon1234,6
codersforcauses/csf,Blizzerac,5
codersforcauses/csf,NicholasChoong,5
codersforcauses/csf,wuryantoAji,2
codersforcauses/csf,Drewbi,1
codersforcauses/csf,Ford-Lake,1
Apple-ljj/chataix,Apple-ljj,17
Apple-ljj/chataix,ChatGPTmax,3
ericzhang-cn/ailingbot,ericzhang-cn,111
johan-perso/yggdownloaderbot,johan-perso,14
yingying-Aspecta/Hanna-pu,yingying-Aspecta,1
techwithtim/Python-Aim-Trainer,techwithtim,2
Rakanishu65/beyler-onemli,Rakanishu65,1
techguru0/Simple-gmail-api-access,techguru0,4
WHarshal/Used_Cars_Prediction-,WHarshal,7
EzelBayraktar1/Luisfer,EzelBayraktar1,2
epignatelli/navix,epignatelli,186
rejectedumd/vnexample,rejectedumd,2
brandonjamesmarshall/Website-utilizing-Recursive-Inscriptions,brandonjamesmarshall,9
redpangilinan/gridtap-turbo,redpangilinan,123
novuhq/vanillajs-quickstart,sumitsaurabh927,5
sokandand/optimism-minter,sokandand,2
serpapi/google-local-results-ai-server,kagermanov27,25
DennisKo/open-ai-gpt-function-demo,DennisKo,3
wenhaomin/LaDe,wenhaomin,5
t3dotgg/codux-vite-tailwind-test,t3dotgg,2
ahmedemad3/Generate_NodeJS_Starter_app,ahmedemad3,4
MartinHeinz/remote-debug-python-kubernetes,MartinHeinz,4
ddprrt/shuttle-qdrant-openai,ddprrt,10
taticode/memory,taticode,18
thespacedreamer/Solidity-Smart-Contract-Triangular-Arbitrage-for-DEX,thespacedreamer,15
faintout/ql_meituan,faintout,1
mrcryptooo/mrcryptoo,mrcryptooo,1
huyidemco/huyidemco4,huyidemco,1
t-sagara/Japanese-Address-testdata,t-sagara,3
erdogancayir/go-backend-template,erdogancayir,33
rozhok/raidalert,rozhok,18
tanrax/org-share-to-web.el,tanrax,35
tanrax/org-share-to-web.el,actions-user,5
Mason10198/SkywarnPlus,Mason10198,103
marcofpadeiro/aurme,marcofpadeiro,4
poysa213/portfolio,poysa213,18
huyfranson/franson4,huyfranson,1
FantasticPornTaiQiang/ChatPTQ,FantasticPornTaiQiang,24
QuantEcon/jaxinterp,jstac,5
QuantEcon/jaxinterp,shlff,1
urbit/pm,jalehman,5
urbit/pm,belisarius222,1
Laboratoria/SAP010-job-application,moniyama,2
Huythuanlong/thuanlong4,Huythuanlong,1
baumrock/HumanDates,BernhardBaumrock,11
likhitgarimella/Self-driving-car-ai,likhitgarimella,2
ClaudiaRojasSoto/code_review_ToDoList,ClaudiaRojasSoto,10
ClaudiaRojasSoto/code_review_ToDoList,ahmedeid6842,1
Diegogagan2587/Testing-Practice,Diegogagan2587,14
YourWeakPoint-Algorithm/GimmeGimmeNow,parkmuhyeun,41
YourWeakPoint-Algorithm/GimmeGimmeNow,xxeol2,16
YourWeakPoint-Algorithm/GimmeGimmeNow,woosung1223,8
YourWeakPoint-Algorithm/GimmeGimmeNow,be-student,3
YourWeakPoint-Algorithm/GimmeGimmeNow,HubCreator,1
YourWeakPoint-Algorithm/GimmeGimmeNow,echo724,1
omondi8399/CryptoLeo,omondi8399,80
omondi8399/CryptoLeo,amosmachora,7
omondi8399/CryptoLeo,munene-m,4
omondi8399/CryptoLeo,adolfmathebula,2
omondi8399/CryptoLeo,ra-y-oo,2
YuryZhurekk/Angle_bridge,YuryZhurekk,17
bravedevrabbit/electron-snake-game,bravedevrabbit,13
bravedevrabbit/electron-snake-game,ilyagru,5
bravedevrabbit/electron-snake-game,dependabot[bot],5
griotspeak/DiscriminatedUnionMacro,griotspeak,3
aiproxy-service/customchat_telegram,aiproxy-service,1
Sirkarga/Falanfilan,Sirkarga,1
bravedevrabbit/electron-apple-music,bravedevrabbit,686
bravedevrabbit/electron-apple-music,vapormusic,253
bravedevrabbit/electron-apple-music,cryptofyre,161
bravedevrabbit/electron-apple-music,booploops,106
bravedevrabbit/electron-apple-music,quacksire,27
bravedevrabbit/electron-apple-music,depfu[bot],18
